#FID	IID	Population	Group	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
0	EG600014	UKR	UKR	-0.00598312	0.0367487	0.00634771	-0.00439801	0.00614512	0.0140755	0.0105988	0.0330549	0.0497893	0.00102664
0	EG600015	UKR	UKR	-0.0217826	0.0464031	0.00832986	-0.0150463	0.00613302	-0.00236189	0.00925266	-0.019762	-0.0101499	-0.0161744
0	EG600016	UKR	UKR	-0.016461	0.0445938	0.0151288	-0.00510353	0.0132749	0.0116799	0.00333188	0.032734	0.015613	-0.014732
0	EG600017	UKR	UKR	-0.0259644	0.0568405	0.0220599	-0.00274281	0.00930654	0.023778	0.0016128	0.0158597	-0.0106554	0.0219795
0	EG600018	UKR	UKR	-0.00752326	0.0526776	0.0105006	-0.00214667	0.00821498	0.0163361	0.0106963	0.0269153	0.050144	-0.00248335
0	EG600019	UKR	UKR	-0.0229946	0.0249999	0.00882762	0.0223051	-0.00332818	-0.00199273	0.0281699	-0.00291498	0.00930108	0.0326613
0	EG600020	UKR	UKR	-0.0109065	0.0397976	0.0120757	0.00770374	-0.00544453	0.028014	-0.0137686	-0.0176327	-0.00319442	0.00378946
0	EG600021	UKR	UKR	-0.025381	0.052045	0.0156021	-0.0176913	0.0159388	0.0194703	0.00907012	-0.00863805	-0.00274244	0.0125691
0	EG600022	UKR	UKR	-0.0135717	0.0383638	0.0224805	-0.00560677	-0.00376281	0.0157077	0.00333327	0.000592769	-0.0325773	0.0384884
0	EG600023	UKR	UKR	-0.0183357	0.0396949	0.0199768	-0.0127444	0.0136181	0.010814	0.00251573	0.0184353	0.00323079	0.0125055
0	EG600024	UKR	UKR	-0.0151991	0.0459416	0.00111119	-0.0151745	0.0237654	0.0122241	-0.0014904	0.00976017	-0.0075903	-0.00759457
0	EG600025	UKR	UKR	-0.0254911	0.0430406	0.0127077	-0.0122845	0.0142333	-0.000778786	-0.00221547	0.0150165	0.0026416	0.0169171
0	EG600026	UKR	UKR	-0.0200633	0.0483014	0.0161944	-0.0119383	0.0194481	0.00651127	0.0252364	0.011939	-0.0176764	0.00858454
0	EG600027	UKR	UKR	-0.00893034	0.0461539	0.0133038	-0.000984535	0.0123234	0.0178452	0.0026977	-0.00922112	0.00962385	0.00288534
0	EG600028	UKR	UKR	-0.0222357	0.0509861	0.00764002	-0.0126514	0.0165787	-0.00413467	-0.0148456	-0.0000292085	-0.00970857	0.0202595
0	EG600029	UKR	UKR	-0.0259359	0.0435526	0.0215445	-0.00324129	0.0110108	0.00601919	0.00774953	-0.0265894	-0.0391067	0.00778562
0	EG600030	UKR	UKR	-0.0106825	0.0344898	0.0205495	-0.00744315	-0.0110105	0.00456722	0.00617899	-0.016743	-0.0515557	-0.00826478
0	EG600031	UKR	UKR	-0.0171353	0.0396533	0.0110187	-0.0108221	0.00848956	0.0133092	0.00266971	0.00271453	0.0124518	-0.0018359
0	EG600032	UKR	UKR	-0.00872773	0.0444973	0.0196497	0.00845517	-0.00234913	0.0112869	0.0171048	-0.00215436	0.0353212	-0.0205227
0	EG600033	UKR	UKR	-0.00976648	0.0440894	0.0117235	-0.0111616	0.0148316	0.012439	0.00494571	0.0241653	0.0322392	-0.000211368
0	EG600034	UKR	UKR	-0.0159669	0.0380009	0.0161715	0.00290998	0.00925011	-0.000271289	0.0207947	0.0141434	-0.0637971	-0.00512987
0	EG600035	UKR	UKR	-0.00258161	0.0229696	0.00286064	-0.00178474	0.0115949	0.000939069	-0.0111062	-0.0151785	0.00227466	0.00916361
0	EG600036	UKR	UKR	-0.00919661	0.0558058	0.0198937	-0.00251673	-0.00403681	0.0205692	-0.00523005	0.117314	0.0593892	-0.519863
0	EG600037	UKR	UKR	-0.0233754	0.0382829	0.0282128	-0.0172101	0.00425364	0.00593369	0.0060383	0.0328749	0.0124744	0.0266012
0	EG600038	UKR	UKR	-0.0221361	0.0488269	0.015342	-0.0075432	0.00213167	0.00567041	0.0074999	-0.00903546	-0.0493134	0.0307135
0	EG600039	UKR	UKR	-0.0271295	0.0454122	0.00767905	-0.0219777	0.0171026	-0.00504151	0.00290103	0.00143251	-0.031544	0.0211015
0	EG600040	UKR	UKR	-0.0302776	0.0474528	0.00921602	-0.00907777	0.0188228	0.0165126	0.00636057	0.023327	-0.0442131	0.00550317
0	EG600041	UKR	UKR	-0.0252291	0.0394373	0.0102398	-0.0213332	0.0160858	0.00336655	0.00594303	0.0185637	-0.0233026	0.0247276
0	EG600042	UKR	UKR	-0.0188898	0.0473287	0.0149835	-0.0117448	-0.00789779	0.00450139	0.0100149	0.00732082	-0.0262922	0.00168941
0	EG600043	UKR	UKR	-0.0163617	0.0324545	0.011215	-0.00123231	0.0145462	0.0058686	-0.00140551	-0.00647582	-0.0509454	0.00205545
0	EG600044	UKR	UKR	-0.0235193	0.0439391	0.0134427	-0.0137604	-0.00581436	-0.00401203	0.00229202	0.0181513	0.0026936	0.0249038
0	EG600045	UKR	UKR	-0.0222785	0.0459375	0.0236288	-0.0263946	0.00442026	0.0000272838	0.0239856	-0.0366758	-0.016389	0.0125424
0	EG600046	UKR	UKR	-0.0199781	0.0461504	0.0205106	-0.00884695	0.0136281	0.0159675	-0.00811709	0.00425264	-0.0377458	0.0329987
0	EG600047	UKR	UKR	-0.0144232	0.0495473	0.0174103	-0.0139037	-0.000542726	0.0282615	0.0156197	0.010979	0.00585573	-0.02694
0	EG600048	UKR	UKR	0.0437879	0.00644465	0.00903041	0.0571421	0.00925322	0.00249851	0.0109952	-0.041529	0.00403624	0.0228739
0	EG600049	UKR	UKR	-0.0224969	0.0490032	0.012835	-0.0224202	0.0143272	-0.00156154	0.00829033	0.0339839	-0.00192121	0.0150443
0	EG600050	UKR	UKR	-0.0170065	0.0408832	0.00853948	-0.0127916	0.0113752	0.00128565	0.0217946	-0.0070759	-0.02243	-0.0177892
0	EG600051	UKR	UKR	-0.0182102	0.0444547	0.0144351	-0.00168412	-0.023396	0.00756427	-0.00260148	-0.0571973	-0.0794987	0.0199094
0	EG600052	UKR	UKR	-0.0321935	0.0643776	0.0203606	-0.030485	0.263562	-0.109045	-0.605822	0.00154452	-0.0106581	-0.00610125
0	EG600053	UKR	UKR	-0.0190056	0.0416451	0.0170341	-0.00320637	0.00487975	0.0128023	-0.0170108	0.0116401	-0.0374042	-0.00595194
0	EG600054	UKR	UKR	-0.0277572	0.0482374	0.0191216	-0.0134779	0.00689295	-0.00661629	-0.00728284	-0.00158625	-0.0279205	0.0396953
0	EG600055	UKR	UKR	-0.0267262	0.0460002	0.0129813	-0.0231723	0.0071795	-0.00349699	0.00544194	0.0418172	-0.0243676	0.00833841
0	EG600056	UKR	UKR	-0.0311614	0.0693062	0.0157969	-0.0307413	0.279192	-0.108479	-0.602516	0.0101194	-0.000363429	-0.00450818
0	EG600057	UKR	UKR	-0.02477	0.037741	0.019156	-0.014457	-0.0177302	-0.00683962	0.0182249	-0.0283887	0.00533727	0.0462295
0	EG600059	UKR	UKR	-0.0207719	0.0472033	0.00931663	-0.00454954	-0.0132902	0.00702945	0.00844267	0.00447948	0.0137531	0.0234983
0	EG600060	UKR	UKR	-0.0230936	0.0398482	0.00928152	-0.015813	0.00837796	0.00885138	0.0121928	-0.00257052	-0.0422039	0.0259003
0	EG600061	UKR	UKR	-0.00826634	0.0451648	0.0177298	-0.00915798	-0.00351565	-0.00735559	0.0075645	0.0030843	0.0201433	0.00840266
0	EG600062	UKR	UKR	-0.0126079	0.0482556	0.0184593	-0.00484466	0.011258	0.0141561	-0.0187563	-0.0290368	-0.0402681	-0.0249306
0	EG600063	UKR	UKR	-0.0229808	0.0411333	0.0199238	-0.0147596	0.0357946	0.0153068	0.00352991	-0.00296368	-0.0237846	0.0233282
0	EG600064	UKR	UKR	-0.0127439	0.0430797	0.00650121	-0.0119579	0.00501051	0.0142141	0.00656073	-0.00138654	-0.0175509	0.00620138
0	EG600065	UKR	UKR	-0.0198649	0.0359175	0.0173391	-0.00687592	0.0191078	0.00456929	0.00387867	-0.0175039	-0.0586403	0.0244347
0	EG600066	UKR	UKR	-0.0256779	0.0419707	0.00816198	-0.0082991	0.00887735	0.00186222	-0.00816244	-0.0300014	-0.0246546	0.0226602
0	EG600067	UKR	UKR	-0.032746	0.0490188	0.0139215	-0.0173431	0.0129646	-0.00722364	0.00976021	0.0301122	-0.00437292	0.0114018
0	EG600068	UKR	UKR	-0.0274868	0.042937	0.00468691	-0.018773	0.0160727	0.0195956	0.00711882	0.0250365	0.00772772	0.0123979
0	EG600069	UKR	UKR	-0.0257523	0.0410416	0.00938475	-0.0150369	0.00832827	0.00508943	0.00297311	0.00363091	-0.0262297	0.0232104
0	EG600070	UKR	UKR	-0.0278656	0.0418739	0.00792777	-0.0114203	0.00987695	0.00138552	0.0111207	0.00551372	0.0174714	0.039021
0	EG600071	UKR	UKR	-0.0234519	0.0512831	0.00846958	-0.0153342	0.00257786	0.0139734	0.0056799	0.00510052	-0.0610539	0.0214789
0	EG600072	UKR	UKR	-0.0162547	0.0416623	0.0159245	-0.0200929	-0.00856288	0.00896169	-0.00316728	-0.0379737	-0.0191044	0.0273653
0	EG600073	UKR	UKR	-0.0267815	0.0323656	0.0159682	0.00427681	0.0124861	-0.0111201	0.0262904	-0.0131241	-0.0401999	0.0114175
0	EG600074	UKR	UKR	-0.0253408	0.0463827	0.0118478	-0.0110095	0.00433813	-0.00010032	0.00482048	0.0246948	-0.0137503	-0.00889333
0	EG600075	UKR	UKR	-0.0276324	0.0547064	0.00917278	-0.0159428	-0.0147012	0.000498676	0.010229	-0.0326188	-0.0582656	0.0203336
0	EG600076	UKR	UKR	-0.00372375	0.0393442	0.0189508	-0.00846812	-0.00969358	0.00747226	0.000470012	-0.00802429	-0.046851	-0.00459963
0	EG600077	UKR	UKR	-0.0236753	0.0424091	0.0105366	-0.00826442	-0.00673686	0.0027962	-0.0079556	0.0365515	0.0182096	0.0117292
0	EG600078	UKR	UKR	-0.0185424	0.0380757	0.0158038	-0.0115125	0.0105331	-0.00161927	-0.0166969	0.0253357	-0.0481262	-0.0180131
0	EG600079	UKR	UKR	-0.0223413	0.0403367	0.00852633	-0.015088	-0.00193871	0.011318	0.00301451	-0.0181241	-0.00816204	0.00934659
0	EG600080	UKR	UKR	-0.0230786	0.0463334	0.00619031	-0.000924844	-0.00159756	0.0123699	0.00153776	0.0349707	0.0296093	-0.0183029
0	EG600081	UKR	UKR	-0.0250729	0.0465378	0.00468802	-0.0192431	0.0229568	0.0165124	0.00577511	-0.00661256	0.00592352	0.0500789
0	EG600082	UKR	UKR	-0.0203754	0.0374839	0.0162037	-0.0142098	-0.00663487	0.0233773	0.00223082	-0.00405212	-0.0105897	0.0186619
0	EG600083	UKR	UKR	-0.0214676	0.0419992	0.0114702	-0.018125	-0.00149072	0.00541547	0.00129345	0.0172461	-0.0254655	0.0216776
0	EG600084	UKR	UKR	-0.0261538	0.0387282	0.00933571	-0.018032	0.0233026	0.0101752	0.00887407	-0.00435132	-0.0185111	0.0226584
0	EG600085	UKR	UKR	-0.0259523	0.0447628	0.0122557	-0.019963	0.0158796	0.00192027	-0.00976762	-0.00567337	-0.0126447	-0.000705361
0	EG600086	UKR	UKR	-0.0202901	0.0505849	0.00609438	-0.0203506	-0.00655104	0.00882829	0.00608915	0.000207114	-0.019672	0.026265
0	EG600087	UKR	UKR	-0.0229391	0.0421588	0.0150506	-0.000540232	-0.000926497	0.00708265	0.0237618	0.0233927	0.0230751	0.0302954
0	EG600088	UKR	UKR	-0.0220552	0.0418213	0.00535026	-0.019905	0.0109352	0.000126227	-0.0105845	-0.00418312	-0.0211403	0.0126363
0	EG600089	UKR	UKR	-0.011032	0.0422862	0.0170847	-0.00488571	-0.00798757	0.00381378	0.0204755	0.0124791	-0.00721236	-0.0139157
0	EG600090	UKR	UKR	-0.0103187	0.0400734	0.0165318	-0.000994942	0.000776631	-0.000176422	0.0214803	-0.00978548	-0.0449948	0.0175161
0	EG600091	UKR	UKR	-0.0289961	0.0476877	0.00908455	0.00551553	0.000343187	0.00169003	0.0118565	0.0220316	0.00794034	0.0137091
0	EG600092	UKR	UKR	-0.0185468	0.0347934	0.0209635	-0.00938516	0.0130947	-0.0111207	-0.00471483	-0.00624509	0.000804952	0.0136126
0	EG600093	UKR	UKR	-0.000785491	0.0309538	0.0102752	0.0257066	0.00540395	-0.00130158	0.00673112	0.0243113	0.0181444	0.050935
0	EG600094	UKR	UKR	-0.0208568	0.0448044	0.023726	-0.00645665	0.00201987	-0.00246225	0.0029272	-0.0199123	-0.0443401	0.0138109
0	EG600095	UKR	UKR	-0.0150824	0.0432795	0.0145512	-0.0120451	0.00603283	0.0206601	0.0009087	-0.0138749	-0.00426001	-0.0139035
0	EG600096	UKR	UKR	-0.0113504	0.0424812	0.0186737	-0.0026304	-0.00393247	-0.00416044	0.0125946	-0.0113918	0.0174876	0.0132658
0	EG600097	UKR	UKR	-0.012503	0.0718295	0.0443372	0.0348864	-0.608354	-0.121956	-0.243261	0.0431514	0.0240851	0.0306318
0	EG600098	UKR	UKR	-0.0255583	0.0537725	0.0164314	-0.015698	0.0161595	-0.00411592	0.00856907	0.00969152	0.000810458	0.00795625
0	HG00096	GBR	NEU	0.0032402	-0.0287777	-0.00359228	-0.0642775	0.0195674	-0.0277568	-0.000505651	-0.0276582	0.00708633	0.0215522
0	HG00097	GBR	NEU	0.00653805	-0.0209378	-0.0086486	-0.0549579	0.00352219	-0.0273198	0.00359125	-0.00113679	0.0346026	0.0121038
0	HG00099	GBR	NEU	0.00354446	-0.0257866	-0.0132172	-0.0582656	-0.00426934	-0.0200826	0.0028467	-0.0103748	0.0392841	-0.0194049
0	HG00100	GBR	NEU	0.0137274	-0.0217105	-0.0117797	-0.0615263	0.000595668	-0.0375003	0.00772041	-0.038189	-0.0279635	-0.0119064
0	HG00101	GBR	NEU	0.00373848	-0.0255238	0.00044343	-0.0664489	-0.00406242	-0.026912	0.0144503	-0.0244126	0.0199733	-0.0125596
0	HG00102	GBR	NEU	0.00118416	-0.0319395	-0.00724665	-0.0690703	-0.00884655	-0.037206	-0.00810788	-0.0361748	0.00681474	0.0022902
0	HG00103	GBR	NEU	0.0104164	-0.0204283	-0.00586572	-0.0473447	-0.00224481	-0.0268488	-0.00488831	-0.0123236	0.0111077	0.00554951
0	HG00105	GBR	NEU	0.00371938	-0.0179451	-0.00510222	-0.0587339	-0.0116404	-0.0232127	0.00215357	0.00821173	-0.0243945	0.00203888
0	HG00106	GBR	NEU	0.00699574	-0.0217926	-0.00291971	-0.0665541	0.00792208	-0.0232678	0.0121021	-0.0139415	0.0263074	0.0214513
0	HG00107	GBR	NEU	0.00291438	-0.0237066	-0.00650009	-0.066395	0.00333539	-0.0181048	0.0124833	-0.0357914	0.0157425	-0.0147748
0	HG00108	GBR	NEU	0.00305138	-0.0258676	-0.0106552	-0.0605628	-0.00397208	-0.0274263	0.0081493	-0.0294561	0.0187821	0.00078354
0	HG00109	GBR	NEU	0.0103702	-0.0241744	-0.0103293	-0.0593993	0.00219854	-0.0131826	0.00823293	-0.0232725	0.0280847	0.0102212
0	HG00110	GBR	NEU	0.00412016	-0.0306774	-0.00959191	-0.058732	-0.00637404	-0.0561284	-0.0010642	-0.012602	-0.00800486	0.014052
0	HG00111	GBR	NEU	0.00047672	-0.0249018	-0.0101548	-0.0608519	-0.0106443	-0.0325717	0.0161815	-0.0348542	-0.00203628	-0.0052268
0	HG00112	GBR	NEU	0.00384501	-0.0277391	-0.00105012	-0.065808	0.0154513	-0.0461384	0.0243751	-0.0468722	-0.00118718	0.05357
0	HG00113	GBR	NEU	0.00510353	-0.0222754	-0.0025125	-0.0715195	0.00226076	-0.0206659	0.016476	-0.0111662	0.0331634	-0.00717263
0	HG00114	GBR	NEU	0.00199297	-0.0279658	-0.0180448	-0.0645437	-0.0071811	-0.0389213	0.00262978	-0.00552737	0.0152125	0.0012684
0	HG00115	GBR	NEU	0.00750136	-0.0218415	-0.00895928	-0.0546776	0.00862876	-0.0218965	-0.00370775	0.00607238	0.0298151	0.0113414
0	HG00116	GBR	NEU	0.00693131	-0.028526	-0.011599	-0.0722663	-0.00160177	-0.0471311	0.010671	-0.0595594	0.00982922	0.0188618
0	HG00117	GBR	NEU	0.00423717	-0.032413	-0.00779409	-0.0538803	0.0112508	-0.0229486	0.0154093	-0.017351	0.0371719	0.014907
0	HG00118	GBR	NEU	0.00491161	-0.0271662	-0.00587699	-0.0556654	-0.00693768	-0.0247361	0.0234231	-0.0234167	0.00792232	0.00181965
0	HG00119	GBR	NEU	0.00348833	-0.0314679	-0.00831229	-0.0631067	-0.00626741	-0.0228503	0.0173145	-0.0224485	-0.00256066	0.0290925
0	HG00120	GBR	NEU	0.00670082	-0.0332109	-0.0101095	-0.0872444	-0.00287632	-0.04855	0.00914011	-0.0419232	0.0126777	0.0273326
0	HG00121	GBR	NEU	0.000849833	-0.020644	-0.00190752	-0.0655521	0.009993	-0.0391208	-0.00132817	-0.0452917	0.0151326	-0.0257258
0	HG00122	GBR	NEU	0.00390914	-0.0290889	-0.00693426	-0.0525079	-0.0152026	-0.0225118	0.0140491	-0.00390786	-0.00308895	0.00391591
0	HG00123	GBR	NEU	0.00410341	-0.0312364	-0.00420205	-0.0708057	0.00486661	-0.0346177	0.0102049	-0.0365485	0.00494864	0.0307006
0	HG00125	GBR	NEU	0.000605706	-0.0204345	-0.0126087	-0.0640456	0.00445406	-0.0252886	-0.00165661	-0.0170469	-0.00509568	-0.00024626
0	HG00126	GBR	NEU	0.00865852	-0.0204057	-0.00655404	-0.0373376	-0.0093471	-0.00971002	0.0198498	-0.00560554	0.00875641	0.0111464
0	HG00127	GBR	NEU	0.0104054	-0.0231735	-0.000654787	-0.0571545	-0.0050987	-0.0148309	0.00603983	0.0220303	0.00409816	0.0160543
0	HG00128	GBR	NEU	0.0119448	-0.0213813	-0.0120845	-0.0404482	0.000080437	-0.017118	0.0192155	-0.0184922	0.012405	-0.00201328
0	HG00129	GBR	NEU	0.00434834	-0.025527	-0.00549026	-0.0392385	-0.00843873	-0.00662349	0.0114948	-0.0266962	-0.00884598	-0.00554063
0	HG00130	GBR	NEU	0.0102112	-0.0158798	-0.0105578	-0.0422359	-0.0035982	-0.00252496	0.0144378	-0.0261622	0.0509782	-0.0131259
0	HG00131	GBR	NEU	0.00738055	-0.0248401	0.00179192	-0.042264	-0.00909649	-0.0131389	-0.0112091	-0.022919	0.0200213	0.00159542
0	HG00132	GBR	NEU	0.0128873	-0.0249609	-0.0148004	-0.0495523	0.00574042	-0.0394603	0.0190103	-0.0145962	0.0423159	-0.00787177
0	HG00133	GBR	NEU	0.0078492	-0.0187195	0.00666067	-0.0435941	-0.00613007	-0.0204563	0.00716081	0.0240308	0.0379537	-0.0136199
0	HG00136	GBR	NEU	0.00151103	-0.0159152	-0.0123591	-0.0519361	-0.0126512	-0.0175062	0.00729712	-0.0125065	0.00612328	0.0107424
0	HG00137	GBR	NEU	0.0063165	-0.0248677	-0.00718586	-0.0517879	-0.0198457	-0.00845666	-0.00978251	-0.00783191	-0.000628943	-0.00150888
0	HG00138	GBR	NEU	0.00643935	-0.017273	-0.0138221	-0.0404496	-0.0109002	-0.0200179	0.00165752	0.004171	-0.000672553	-0.0111777
0	HG00139	GBR	NEU	0.0088802	-0.0293271	-0.00453417	-0.0425121	0.0109748	-0.0140585	-0.00326901	0.0108555	0.00882145	-0.0112461
0	HG00140	GBR	NEU	0.00749763	-0.0252445	-0.00913325	-0.0438808	0.000516098	-0.0190888	0.00955702	-0.0318418	-0.0128553	-0.0232352
0	HG00141	GBR	NEU	0.0046493	-0.02376	0.00169888	-0.0386001	-0.00423377	-0.0155568	0.0165255	-0.00560408	-0.00291409	0.00448305
0	HG00142	GBR	NEU	0.0104439	-0.0195128	-0.001027	-0.0356759	0.00463861	-0.0105854	-0.00334766	-0.0223057	0.0459821	0.00732668
0	HG00143	GBR	NEU	0.00877242	-0.0164628	-0.00388363	-0.0346075	0.00500765	-0.0104625	-0.0158141	-0.0374428	-0.0323809	-0.00101507
0	HG00145	GBR	NEU	0.0100699	-0.0184454	-0.00678632	-0.0318305	0.0133826	-0.0244252	-0.0162412	-0.0260702	0.0350367	0.00363549
0	HG00146	GBR	NEU	0.0112086	-0.0182977	-0.0159508	-0.0362628	0.00836512	-0.00664471	0.00185096	-0.02626	0.000878175	-0.0163457
0	HG00148	GBR	NEU	0.00817973	-0.0228901	-0.0020865	-0.0606815	-0.000796947	-0.017293	-0.00374617	-0.0339641	-0.0099938	-0.037712
0	HG00149	GBR	NEU	0.00778428	-0.0256295	-0.0146296	-0.0386448	-0.00639962	0.00172332	0.0197461	-0.0107514	0.0144525	0.0204403
0	HG00150	GBR	NEU	0.00823412	-0.0206558	-0.0159876	-0.0516764	-0.00670583	0.0023385	0.0123264	-0.0106978	0.0189847	-0.0149711
0	HG00151	GBR	NEU	0.0068995	-0.0212773	-0.00966746	-0.0497954	-0.0137588	-0.0312992	-0.00106829	-0.00277484	-0.0428535	-0.0101511
0	HG00154	GBR	NEU	0.0109185	-0.0192773	-0.0136312	-0.0403579	-0.0000934046	-0.0180646	-0.0186287	-0.0153324	0.00318818	-0.0152904
0	HG00155	GBR	NEU	0.00451486	-0.0193575	-0.00423567	-0.050926	-0.0014527	-0.0224191	-0.00354953	-0.00320972	0.0450562	0.00963013
0	HG00157	GBR	NEU	0.00392011	-0.0243847	-0.00714912	-0.0575548	0.0111473	-0.0177587	-0.00812685	0.00181992	0.0248491	-0.000843814
0	HG00158	GBR	NEU	0.00449236	-0.0268702	0.00264048	-0.0468196	-0.020277	-0.0119411	0.00608497	-0.0302701	-0.0148216	0.0193234
0	HG00159	GBR	NEU	0.0125977	-0.0171854	-0.00663313	-0.0446182	-0.00437143	-0.00344261	-0.00326139	-0.0141041	-0.00660851	-0.0390522
0	HG00160	GBR	NEU	0.00371231	-0.0257586	-0.0038793	-0.0502832	-0.011724	-0.0202495	0.0051153	-0.0252156	0.0283713	0.00554731
0	HG00171	FIN	ESTFIN	-0.0830853	-0.0525964	-0.00480595	0.0487862	-0.00876168	0.00445721	-0.0126545	0.000967146	0.0394412	0.0419079
0	HG00173	FIN	ESTFIN	-0.0772368	-0.0522345	-0.00390849	0.0441142	-0.00954988	0.0213753	-0.00340296	-0.0208828	-0.0232074	-0.0165553
0	HG00174	FIN	ESTFIN	-0.052317	-0.043488	-0.011235	0.0118498	0.00532716	-0.00374729	-0.00496202	0.0194162	0.0159002	0.0278457
0	HG00176	FIN	ESTFIN	-0.075246	-0.0544497	-0.000362561	0.0500456	-0.0194382	0.0075621	0.000512142	-0.0133249	-0.0363194	0.0278434
0	HG00177	FIN	ESTFIN	-0.0764791	-0.0543815	-0.012425	0.0465943	-0.0160756	0.00840233	-0.00669629	-0.00744116	0.00698438	-0.00998256
0	HG00178	FIN	ESTFIN	-0.0671017	-0.0541832	-0.00938414	0.0295298	0.0105673	0.00480064	-0.00182301	-0.00157912	0.0261312	-0.00143648
0	HG00179	FIN	ESTFIN	-0.0683324	-0.0462569	-0.0131852	0.0274643	-0.00125196	-0.00975602	-0.0100832	0.00473979	0.0102641	0.0120748
0	HG00180	FIN	ESTFIN	-0.0663973	-0.0503917	-0.00767796	0.0314142	0.0114416	-0.00493803	-0.00121461	-0.000772256	-0.00158166	-0.0166426
0	HG00181	FIN	ESTFIN	-0.0403622	-0.0345091	-0.00823698	0.0449137	0.00474627	0.0270187	0.00301776	-0.0110139	0.0207544	0.0237259
0	HG00182	FIN	ESTFIN	-0.0731163	-0.0459891	-0.0114658	0.0469334	-0.0219598	-0.0130818	-0.0167317	-0.0127179	-0.0383968	0.0183248
0	HG00183	FIN	ESTFIN	-0.0764232	-0.0524204	-0.018013	0.0392604	0.00265759	-0.000474273	0.0045833	0.0145698	0.0392863	-0.0423269
0	HG00185	FIN	ESTFIN	-0.0797766	-0.0552627	-0.0125734	0.0454758	-0.0035999	0.00317343	-0.0014893	-0.00825095	0.00977949	-0.015277
0	HG00186	FIN	ESTFIN	-0.0775392	-0.0532349	-0.00851135	0.0457862	-0.0140883	0.016647	-0.0133735	0.0312113	0.0174386	-0.0149058
0	HG00187	FIN	ESTFIN	-0.083244	-0.0659506	-0.0129777	0.0657947	-0.00288448	0.0208397	-0.0196318	0.0296921	-0.0475794	-0.0173663
0	HG00188	FIN	ESTFIN	-0.067371	-0.0424023	-0.00143121	0.050101	-0.00778087	0.0152596	-0.00800117	0.000400406	0.0201475	0.0116223
0	HG00189	FIN	ESTFIN	-0.0655939	-0.0435349	-0.0128346	0.0235865	0.00831903	0.0299385	0.00953175	0.00365719	0.0392693	-0.0277334
0	HG00190	FIN	ESTFIN	-0.0534399	-0.0406035	-0.0128236	0.0169807	-0.0176414	-0.00303373	-0.0041034	0.00993933	0.0368763	0.00103653
0	HG00231	GBR	NEU	0.0107274	-0.0250845	-0.00419311	-0.0489339	-0.0107503	-0.0235875	-0.00844294	-0.011985	0.0141829	0.0196068
0	HG00232	GBR	NEU	0.0105726	-0.0244022	-0.00359725	-0.0631331	0.00826571	-0.0147457	-0.00667902	-0.0169353	0.0421907	-0.0109533
0	HG00233	GBR	NEU	0.0125318	-0.0167699	-0.00537215	-0.0402714	0.00322269	-0.0124277	0.00450844	-0.00998251	-0.0134874	-0.0140196
0	HG00234	GBR	NEU	0.00922503	-0.0268544	-0.0073164	-0.0440941	0.0193851	-0.0107032	0.00478012	-0.0111831	0.0319822	0.00842084
0	HG00235	GBR	NEU	0.0107062	-0.0212197	-0.0138887	-0.0518278	-0.00161025	-0.00911683	0.00937963	-0.0148611	0.0240264	0.0160491
0	HG00236	GBR	NEU	0.0118072	-0.0316432	0.00074792	-0.0595983	0.0138211	-0.0260561	0.0220166	0.0241182	0.0303404	-0.0440028
0	HG00237	GBR	NEU	0.0103237	-0.0174346	-0.0104579	-0.0486616	0.00646788	-0.012794	-0.0100057	0.0133006	-0.00482084	0.00249122
0	HG00238	GBR	NEU	0.0111139	-0.0231384	-0.0128487	-0.062674	-0.0146631	-0.0543279	0.00202291	-0.0428957	0.0257595	0.0135507
0	HG00239	GBR	NEU	0.00597653	-0.0262543	-0.00952052	-0.0524232	-0.014232	-0.010497	-0.00254016	0.0107013	0.0275395	-0.00896234
0	HG00240	GBR	NEU	0.00889632	-0.0210372	-0.0122028	-0.0743817	-0.0161486	-0.032817	0.0172216	-0.0341147	0.0237296	0.0112936
0	HG00242	GBR	NEU	0.00691769	-0.0217956	-0.00581008	-0.0492195	0.00069698	-0.0173198	-0.00617496	-0.0190112	-0.027343	-0.00163317
0	HG00243	GBR	NEU	0.00715341	-0.0216688	-0.013782	-0.0575334	0.000681362	-0.0131116	-0.00258499	-0.0160362	-0.00724668	-0.0316497
0	HG00244	GBR	NEU	0.0162996	-0.0188681	-0.00901535	-0.0604482	0.00154145	-0.00978301	0.00487213	-0.00582557	0.0323873	-0.0129882
0	HG00245	GBR	NEU	0.00754822	-0.0252765	-0.0111344	-0.0356851	-0.00503081	-0.0227106	0.00107451	0.0109527	0.00346203	-0.014126
0	HG00246	GBR	NEU	0.0107751	-0.0291988	-0.0112769	-0.0432727	0.000477704	-0.0271279	0.00963887	-0.00637212	0.0141031	-0.021124
0	HG00250	GBR	NEU	0.00615168	-0.023632	-0.0069689	-0.0455498	-0.00259379	-0.035321	-0.0155342	-0.0302561	-0.0091644	0.0102769
0	HG00251	GBR	NEU	0.0136064	-0.0247398	-0.00580776	-0.0484671	-0.0156493	-0.0499792	0.0130844	-0.00145128	-0.0106829	-0.0222519
0	HG00252	GBR	NEU	0.00517477	-0.0277978	-0.0143681	-0.0470135	-0.00800117	-0.0140716	0.00925439	-0.00792965	0.0479143	0.00170761
